name,year,length,budget,aggregateRating,totalReviews,mpaa,genre_id
Ellery Queen Master Detective,1940,69,,5.2,12,,0
Elles,1997,98,,7.3,125,,44
Elles font tout,1978,80,,5.2,6,,4
Elles noublient jamais,1994,107,,5.5,72,,0
Ellie,1984,88,,2.5,34,,0
Ellie Parker,2001,95,,4.6,24,,68
Elling,2001,89,,7.6,3014,R,12
Elliot Flies,2003,13,1000,4.9,12,,72
Ellis Island,1936,67,,6.3,8,,0
Ellis in Glamourland,2004,95,,5.6,137,,4
Elly Petersen,1944,100,,6.2,12,,8
Elmer Elephant,1936,8,,6.5,91,,70
Elmer Gantry,1960,146,3000000,7.8,1771,,8
Elmers Candid Camera,1940,8,,5.9,90,,70
Elmers Pet Rabbit,1941,8,,6,46,,70
Elmer the Great,1933,72,,6.8,50,,4
Elokuu,1956,94,,8.5,24,,8
Elopement,1951,82,,5.9,9,,4
Elopement on Horseback,1898,1,,3.6,6,,72
Elsewhere,2001,240,,8.5,30,,16
Elsker dig for evigt,2002,113,,7.7,1068,R,8
Elsker elsker ikke...,1995,85,,5.4,12,,40
Elskere,1963,97,,6.1,18,,8
Elstree Calling,1930,86,,5.9,32,,4
Elusive Pimpernel The,1950,109,,6.6,107,,44
Elves,1990,89,,2.7,85,,0
Elviras Haunted Hills,2001,90,1500000,5.2,307,PG-13,4
Elvira Mistress of the Dark,1988,96,20000000,5.3,1238,,4
Elvis,1997,65,,1.2,6,,0
Elvis & June: A Love Story,2002,46,,1,8,,16
Elvis Gratton,1981,20,,6.5,200,,68
Elvis Gratton 3: Le retour dElvis Wong,2004,105,,3.1,88,,4
Elvis Gratton: Le king des kings,1985,89,,6.6,262,,4
Elvis In Hollywood,1993,60,,2.5,20,,16
Elvis Is Alive! I Swear I Saw Him Eating Ding Dongs Outside the Piggly Wigglys,1998,90,,5.6,43,,4
Elvis Lives!,1997,9,,3.3,20,,68
Elvis Meets the Spider-People From Hell,1989,3,,6.2,5,,70
Elvis On Tour,1972,93,,6,219,,16
Elvis Stories,1989,30,,6.3,46,,68
Elvis Took a Bullet,2001,91,,2,17,,0
Elvis! Elvis!,1976,101,,6.1,28,,8
Elvis Der,1987,23,,2.9,12,,64
Elvis: Thats the Way It Is,1970,94,,7,422,PG,16
Elvjs e Merilijn,1998,93,,6.4,28,,0
Elysium,2003,85,,3.3,52,,3
Em dic Sara,1999,90,,7.3,25,,0
Emak-Bakia,1926,18,,7.1,57,,64
Emanuelle e Lolita,1978,83,,6.4,11,,0
Emanuelle e gli ultimi cannibali,1977,90,,4.9,218,,0
Emanuelle fuga dallinferno,1983,90,,5.1,46,,1
Emanuelle in America,1977,82,,5.1,191,,8
Emanuelle nera,1975,91,,4.9,129,,8
Emanuelle nera No. 2,1976,91,,4.2,13,,0
Emanuelle nera orient reportage,1976,87,,4.6,131,,8
Embajador de la India El,1987,85,,4,9,,0
Embalmer The,1996,85,50000,1.4,22,,0
Embassy,1972,90,,4.9,22,,8
Emberek a havason,1942,88,,8.6,117,,0
Embezzler The,1954,61,,4.8,11,,0
Embrace of the Vampire,1994,93,800000,4.2,1551,R,0
Embrace the Darkness,1999,93,,2.8,88,R,0
Embrasse-moi,1989,95,,7.4,5,,8
Embrassez qui vous voudrez,2002,103,,7.1,556,,4
Embrujo de Shanghai El,2002,119,,6.4,115,,8
Embrujo Un,1998,125,,7.7,62,,40
Embryo,1976,104,,4.6,136,,0
Embun,2002,135,,9.4,12,,32
Emerald City,1988,92,,5.4,83,,8
Emerald Forest The,1985,110,,6.6,1447,,9
Emerald Isle The,1949,7,,3.4,8,,66
Emergency,1962,63,,4,5,,8
Emergency Call,1933,65,,6.7,10,,8
Emergency Call,1952,84,,5.7,15,,0
Emigrante L,1973,115,,5.2,6,,4
Emil and the Detectives,1935,70,,7.4,21,,0
Emil and the Detectives,1964,99,,5.8,52,,12
Emil och griseknoen,1973,95,,7,137,,0
Emil und die Detektive,1931,75,,7.9,52,,8
Emil und die Detektive,1954,90,,6.7,39,,0
Emil und die Detektive,2001,111,,6.4,112,,4
Emile,2003,92,,6.1,119,R,8
Emilie Muller,1993,20,,8.7,25,,68
Emilienne,1975,95,,4.9,23,,8
Emily,1976,87,,5.2,37,,0
Emilys Last Date,1996,24,,9.2,6,,64
Eminent Domain,1991,106,,5.6,102,,8
Emiris kai o kakomiris O,1964,88,,4.2,6,,4
Emissary The,1989,98,,4,8,,0
Emitai,1971,103,,7,8,,0
Emma,1932,72,,6.5,80,,12
Emma,1996,121,6000000,6.9,6431,PG,36
Emma,1999,25,,6,19,,100
Emma Mae,1976,100,,7.2,8,,8
Emma sono io,2002,87,,5.7,23,,4
Emmas War,1986,94,,4.2,15,,8
Emmanuels Gift,2005,80,,6.7,7,,16
Emmanuelle,1974,95,,4.7,1296,,8
Emmanuelle 2,1975,84,,4.5,391,,8
Emmanuelle 2: A World of Desire,1994,90,,3.6,60,,8
Emmanuelle 3: A Lesson In Love,1994,88,,3.6,43,,0
Emmanuelle 4,1984,89,,3.4,182,,8
Emmanuelle 4: Concealed Fantasy,1994,94,,3.1,37,,0
Emmanuelle 5: A Time to Dream,1994,93,,2.8,46,,0
Emmanuelle 6,1988,80,,2.9,74,,0
Emmanuelle 6: One Final Fling,1994,87,,3.5,51,,32
Emmanuelle 7: The Meaning of Love,1994,93,,3.1,38,,0
Emmanuelle Forever,1993,81,,2.8,45,,40
Emmanuelle Goes to Cannes,1985,77,,1.5,15,,0
Emmanuelle V,1987,85,,3.1,138,,32
Emmanuelle in Soho,1981,72,,3.4,18,,0
Emmanuelle in Venice,1993,83,,2.3,23,,40
Emmanuelles Love,1993,83,,3.1,52,,40
Emmanuelles Magic,1992,90,,2.3,49,,40
Emmanuelles Perfume,1992,89,,2.4,28,,40
Emmerdeur L,1973,90,,7.1,232,,4
Emmerdeuses Les,1976,82,,6.4,5,,5
Emmerich,2000,12,,2.3,12,,68
Emmetts Mark,2002,104,4500000,6.2,427,R,8
Emoh Ruo,1985,93,,6.1,16,,4
Emotional Backgammon,2003,93,,1.2,18,R,8
Emperor Jones The,1933,80,250000,6.1,98,,8
Emperor Waltz The,1948,110,4070248,6.1,151,,36
Emperor of Peru The,1982,81,,3.5,11,,0
Emperor of the Bronx,1988,104,,7.9,12,,0
Emperor of the North Pole,1973,116,,7,708,,9
Emperors Candlesticks The,1937,89,,6.6,49,,40
Emperors Club The,2002,109,12500000,6.7,3056,PG-13,8
Emperors New Clothes The,2001,107,,7.1,680,PG,4
Emperors New Groove The,2000,78,100000000,7.4,8532,,6
Emperors Wife The,2003,100,,5.8,105,,40
Empire,1964,485,,5.5,46,,16
Empire,2002,90,3500000,6,1718,R,9
Empire Records,1995,107,,6.2,8990,PG-13,12
Empire State,1987,104,,5.1,17,,0
Empire des loups L,2005,128,,4.4,54,,9
Empire of Ash II,1988,86,,3.3,24,,1
Empire of Ash III,1989,98,,3.4,13,,1
Empire of the Air: The Men Who Made Radio,1991,100,,8.2,54,,16
Empire of the Ants,1977,89,,3.1,497,,0
Empire of the Spiritual Ninja,1987,90,,3.8,6,,9
Empire of the Sun,1987,154,38000000,7.5,9963,,8
Emploi du temps L,2001,134,,7.2,1090,PG-13,8
Employee of the Month,2004,97,,5.9,870,R,12
Employee of the Month The,2002,80,,8.3,6,,8
Employees Entrance,1933,75,188000,7.2,106,,8
Emporte-moi,1999,94,,6.8,305,,8
Empreintes,2004,6,,7.5,10,,66
Empty,2001,23,,8.5,13,,72
Empty Beach The,1985,85,,4.6,25,,0
Empty Bed An,1990,60,,5.8,8,,8
Empty Building The,2004,40,170000,9.5,11,,72
Empty Holsters,1937,62,,5.2,8,,0
Empty Mirror The,1996,118,,4.8,110,PG-13,8
Empty Places,1999,20,,5.2,17,,72
Empty Saddles,1936,67,,8.8,5,,0
Emtehan,2002,80,,7.4,21,,8
En attendant la cigogne,1997,16,,9.2,5,,80
En avoir (ou pas),1995,89,,6.9,108,,8
En brazos de la mujer madura,1997,105,,8.2,44,,8
En camas separadas,2003,17,,5.9,8,,64
En cas de malheur,1958,122,,6.6,89,,40
En compagnie dAntonin Artaud,1993,90,,6.7,19,,8
En compagnie de Max Linder,1963,88,,7.2,9,,4
En dag til i solen,1998,95,,6.5,40,,8
En effeuillant la marguerite,1956,98,,5.5,56,,4
En el espejo del cielo,1998,10,,7.4,50,,64
En el nombre del hijo,1987,90,,3.9,8,,8
En enda natt,1939,90,,5.9,35,,8
En face,2000,127,,4.6,138,,0
En garde,2004,94,,7.6,20,,8
En haut des marches,1983,92,,5.9,5,,0
En jouant Dans la compagnie des hommes,2003,118,,6.1,40,,8
En la ciudad,2003,110,,6.5,196,,8
En la palma de tu mano,1951,90,,9.7,7,,8
En la puta calle!,1997,90,,7.6,13,,8
En la puta vida,2001,103,1500000,6.9,117,,12
En las ruinas de Babilonia,1960,120,,5,5,,0
En marchant,1969,5,,7.8,18,,66
En medio de la nada,1994,93,,5.4,6,,9
En plein coeur,1998,101,,5.8,184,,40
En retirada,1984,87,,5.7,7,,0
En som Hodder,2003,80,,5.3,48,,0
En territoire indien,2003,97,,5.3,23,,8
En toute innocence,1988,95,,6.2,36,,8
En un mundo nuevo,1972,92,,7,7,,4
En vacances,2000,105,,6.7,30,,4
Ena astio koritsi,1970,102,,3.8,8,,36
Ena asylipto koroido,1969,84,,6.2,8,,4
Ena exypno exypno moutro,1965,84,,6.7,7,,4
Ena gelasto apogevma,1979,97,,6.9,6,,8
Ena koritsi gia dio,1963,90,,7.5,9,,36
Ena tank sto krebati mou,1975,97,,5.7,11,,12
Ena votsalo sti limni,1952,102,,8.9,26,,4
Enamorada,1946,99,,8.4,49,,44
Enamorado El,1952,95,,7.1,11,,12
Enan no musume,2001,120,,7.2,6,,16
Enas Vengos gia oles tis douleies,1970,82,,7.8,6,,4
Enas afragos Onasis,1969,101,,5.2,9,,4
Enas ippotis gia ti Vasoula,1968,94,,6.3,17,,4
Enas iros me padoufles,1958,98,,6.8,23,,12
Enas ki enas,2000,96,,6.4,60,,4
Enas laberos ilios,1999,36,,6,5,,64
Enas nomotagis politis,1974,89,,7.8,5,,0
Enas ntelikanis,1963,100,,8.4,5,,4
Enas trelos glentzes,1970,88,,6.4,7,,4
Enas trelos trelos aeropeiratis,1973,102,,2.7,12,,4
Enas vlakas kai misos,1959,69,,7,6,,4
Enbamingu,1999,96,,6.2,9,,0
Encadenada La,1975,95,,5.6,9,,8
Enceinte ou lesbienne?,1996,5,,4.4,7,,68
Enchanted,1998,96,,6.3,36,,0
Enchanted April,1935,66,,6.1,32,,12
Enchanted April,1992,95,,7.4,1313,,8
Enchanted Cottage The,1945,91,,7.4,320,,32
Enchanted Drawing The,1900,2,,6.3,52,,70
Enchanted Forest The,1945,78,,7,33,,8
Enchanted Island,1958,93,,5,21,,8
Enchanted Journey The,1984,90,,7,22,,2
Enchanted Square The,1947,10,,5.8,7,,66
Enchantment,1948,100,,6.9,90,,0
Encino Man,1992,88,,5,4504,,4
Encontros Imperfeitos,1993,90,,5.3,18,,0
Encore,1952,89,,7.6,39,,12
Encore,1996,96,,6.8,50,,44
Encounter at Ravens Gate,1988,94,,4.1,62,,8
Encounter in the Thrid Dimension,1999,40,,5.2,100,,64
Encounter with the Unknown,1973,90,,4.8,28,,0
Encounter The,1999,12,,5,25,,64
End Play,1975,80,,4.9,25,,0
End of August The,1982,105,,3.9,8,,8
End of Days,1999,121,83000000,5.3,18237,R,1
End of Innocence The,1990,102,,5.8,52,,8
End of Suburbia: Oil Depletion and the Collapse of the American Dream The,2004,78,60000,7.6,42,,16
End of Violence The,1997,122,5000000,5.4,1575,R,8
End of the Affair The,1955,105,,7.1,93,,8
End of the Affair The,1999,102,23000000,7,4808,R,40
End of the Century,2003,110,,7.7,240,,16
End of the Golden Weather The,1991,100,,4.8,31,,8
End of the Harvest,1995,53,,2.2,33,,8
End of the Law,2003,88,,3.3,22,R,1
End of the Line,1988,103,,5.7,123,,8
End of the Night,1990,110,,6.3,5,,0
End of the River The,1947,80,,6.1,21,,8
End of the Road,1970,110,,5.2,54,,8
End of the Trail,1932,61,,5.5,12,,0
End of the World,1934,54,,3.4,9,,0
End of the World,1977,88,,3,64,,0
End of the World in Four Seasons The,1995,13,,6.8,13,,66
End The,1953,35,,8.5,8,,64
End The,1978,100,,6,569,,4
End The,2000,41,,8.1,42,,81
Endangered Species,1982,97,,5.8,177,,0
Endangered Species,2002,94,,5.1,44,R,0
Endemoniada La,1975,90,,3.4,26,,0
Endgame,1999,8,,4.4,10,,68
Endgame,2001,113,,4.9,95,,8
Endgame - Bronx lotta finale,1983,98,,4.7,64,,1
Endless Love,1981,116,,3.7,1156,,40
Endless Night,1971,95,,5.8,153,,8
Endless Summer 2 The,1994,109,,7,435,,16
Endless Summer The,1966,95,,7.3,580,,16
Endless Winter,1995,93,,5.8,12,,16
Endlessly,1993,71,,5.8,11,,8
Endstation Freiheit,1980,112,,6.9,7,,0
Endstation Tanke,2001,80,,5,25,,36
Endstation: Paradies,2000,7,,8.7,7,,66
Endurance,1999,83,,5.8,82,PG,24
Endurance: Shackletons Legendary Antarctic Expedition The,2000,90,,7.8,472,,16
Enduring Love,2004,101,,6.5,559,R,8
Ene bene,2000,104,,7,48,,0
Enemies of Laughter,2000,90,,5.8,52,,36
Enemies: A Love Story,1989,119,,6.6,462,,8
Enemy,1996,92,,2.7,6,,9
Enemy Below The,1957,98,,7.6,1137,,9
Enemy General The,1960,74,,5.4,8,,8
Enemy Gold,1993,92,,2.7,79,,1
Enemy Mine,1985,108,,6.4,4401,,8
Enemy Territory,1987,89,,5.5,66,,9
Enemy at the Gates,2001,131,70000000,7.3,19169,R,41
Enemy of Women,1944,72,,4.4,8,,8
Enemy of the Law,1945,59,,4.1,5,,0
Enemy of the People An,1978,103,,6.3,117,,8
Enemy of the State,1998,131,90000000,7.1,23263,R,9
Enemy The,2003,34,250000,8.2,147,,80
Energy Carol The,1975,11,,6.7,7,,70
Eneste ene 2 Den,2002,13,,6.4,14,,100
Eneste ene Den,1999,106,,6.7,925,,36
Enfance nue L,1968,83,,8.2,49,,8
Enfant au grelot L,1998,52,,7.8,7,,2
Enfant deau L,1995,103,,6.8,62,,8
Enfant de lhiver L,1989,84,,6.6,25,,8
Enfant endormi L,2004,95,,5.9,8,,8
Enfant lion L,1993,86,,6,44,,0
Enfant noir L,1994,92,,6.4,8,,8
Enfant sauvage L,1970,83,,7.4,812,,8
Enfant secret L,1982,92,,7.7,9,,8
Enfants de lamour Les,2002,90,,6.3,46,,24
Enfants de salaud,1996,100,,6.7,89,,4
Enfants du marais Les,1999,115,,7.3,648,,12
Enfants du naufrageur Les,1992,99,,6.8,6,,0
Enfants du paradis Les,1945,163,,8.1,3369,,40
Enfants du placard Les,1977,105,,5.3,11,,8
Enfants du refus global Les,1998,75,,4.6,5,,0
Enfants du soleil Les,1995,200,,8.9,13,,44
Enfants terribles Les,1950,105,,7.3,170,,8
Enfants Les,1984,94,,6.3,16,,4
Enfants Les,2005,88,,6.1,19,,4
Enfer L,1994,100,,7,573,,8
Enfin pris?,2002,93,,6.5,25,,16
Enforcer from Death Row,1978,84,,2.6,17,,1
Enforcer The,1951,85,,7.4,407,,8
Engel & Joe,2001,93,,6.8,139,,40
Engel auf Erden Ein,1959,90,,6.4,18,,36
Engel aus Eisen,1981,105,,7.6,9,,8
Engel mit dem Saitenspiel Der,1944,101,,6,10,,32
Engel von St. Pauli Die,1969,97,,7.8,6,,0
Engel der seine Harfe versetzte Der,1959,97,,5.3,12,,4
Engelchen,1996,88,,6.6,42,,8
Engelchen - oder die Jungfrau von Bamberg,1968,90,,4.5,15,,4
Engelchen macht weiter - Hoppe hoppe Reiter,1969,90,,5.9,7,,4
England Made Me,1973,100,,6.9,27,,8
England!,2000,97,,6.7,106,,0
England My England,1995,153,,7.2,56,,0
Englar alheimsins,2000,102,,7.2,535,,8
English Babu Desi Mem,1996,170,,2.5,26,,44
English Patient The,1996,160,27000000,7.1,25210,R,40
English Without Tears,1944,89,,5,14,,36
English August,1994,118,,6.9,28,,12
Englishman Who Went Up a Hill But Came Down a Mountain The,1995,99,,6.5,3265,PG,36
Enid Is Sleeping,1990,101,,5.2,109,,4
Enigma,1983,101,,5.7,172,,8
Enigma,2001,119,,6.7,4291,R,40
Enigma rosso,1978,85,,5.7,23,,8
Enjeru dasuto,1994,117,,6.3,190,,8
Enjo,1958,99,,7.5,65,,8
Enkel resa,1988,93,,2.5,29,,4
Ennemi naturel L,2004,97,,4.9,10,,8
Ennemi public no 1 L,1953,85,,6,28,,4
Ennio Morricone: la musica negli occhi,1990,58,,9.8,5,,16
Ennui L,1998,122,,6.5,416,,40
Enoch Arden: Part I,1911,17,,6.3,14,,72
Enoch Arden: Part II,1911,17,,6.5,13,,72
Enoken no chakiri kinta Zen - Mamayo sandogasa - Ikiha yoiyoi,1937,76,,9.1,5,,4
Enola Gay and the Atomic Bombing of Japan,1995,75,,7.5,7,,0
Enormous Changes at the Last Minute,1983,104,,4.8,42,,8
Enough,2002,115,38000000,4.9,4339,PG-13,8
Enough Already,1998,95,,5.2,26,,4
Enraged New World An,2002,50,3500,8.9,25,,1
Enrico Caruso: leggenda di una voce,1951,81,,4.1,6,,8
Enrico IV,1984,95,,6.2,35,,8
Enron: The Smartest Guys in the Room,2005,110,,8,198,,16
Ensayo de un crimen,1955,89,,8,331,,12
Ensei Fufu,1998,153,,8,5,,0
Ensi tiistaina Brahmsia,1998,15,,3.9,7,,64
Ensign Pulver,1964,104,,5.4,283,,12
Entangled,1993,98,,3.8,93,,8
Ente klingelt um halb acht Die,1968,88,,4.8,25,,4
Enteng Kabisote: Okay Ka Fairy the Legend,2004,114,,5.4,10,,5
Entente cordiale,1939,95,,5.9,9,,0
Enter Achilles,1996,50,,9.3,9,,0
Enter Arsene Lupin,1944,72,,6.2,8,,0
Enter Laughing,1967,112,,5.7,81,,36
Enter Life,1981,8,,6.8,5,,66
Enter Madame,1935,83,,5.4,11,,36
Enter the Blood Ring,1995,94,,1.8,11,,1
Enter the Devil,1972,75,,5.2,5,,0
Enter the Dragon,1973,99,850000,7.4,8078,R,1
Enter the Grill Master,2003,7,,5.1,6,,68
Enter the Ninja,1981,101,,4.6,211,,9
Enter the Panther,1976,89,,4.1,8,,9
Entering Reality,1999,12,,5.6,14,,64
Entertainer The,1960,96,,7.3,291,,8
Entertaining Angels: The Dorothy Day Story,1996,112,,5.6,123,PG-13,8
Entertaining Mr. Sloane,1970,94,,6.5,74,,4
Entire History of the Louisiana Purchase The,1997,50,,5.6,8,,0
Entity The,1981,115,,6,1146,,0
Entotsu no mieru basho,1953,108,,7.5,6,,8
Entourloupe L,1980,90,,4,8,,4
Entracte,1924,22,,7.6,229,,64
Entrapment,1999,113,66000000,6.1,18543,PG-13,36
Entre Marx y una mujer desnuda,1995,92,,3.2,14,,0
Entre Pancho Villa y una mujer desnuda,1996,87,,6,44,,36
Entre abril y julio,2002,92,,7,11,,36
Entre chiens et loups,2002,110,,4.9,64,,8
Entre ciclones,2003,119,,7.7,11,,0
Entre deux soeurs,1990,24,,8.6,9,,90
Entre la mer et leau douce,1967,85,,5.5,23,,8
Entre la tarde y la noche,1999,105,,5.3,6,,0
Entre las piernas,1999,115,,6.7,551,,0
Entre las redes,1967,93,,4.4,6,,0
Entre onze heures et minuit,1949,92,,6.4,15,,8
Entre rojas,1995,93,,6.6,55,,8
Entre tinieblas,1983,114,,6.4,479,,8
Entre todas las mujeres,1998,90,,8.2,6,,8
Entreatos,2004,117,,9,28,,16
Entrecuisses,1977,90,,4.1,5,,0
Entretanto,1999,25,,3.9,10,,64
Entusiasmo El,1998,105,,6.9,60,,8
Envol L,2000,90,,6.2,24,,8
Envoyez les violons,1988,89,,6.1,9,,36
Envy,1930,9,,3.7,14,,68
Envy,1999,83,,6.2,96,R,0
Envy,2004,99,40000000,4.3,3417,PG-13,4
Eo woo-dong,1985,110,,5.7,6,,0
Eolguleobtneun minyeo,2004,104,,6,40,,32
Eolomea,1972,78,,5.9,22,,0
Eommaege aeini saenggyeoteoyo,1995,102,,3.6,6,,40
Eonios fititis,2001,100,,6.4,16,,0
Eorin shinbu,2004,115,,6.5,178,,36
Epagelma gynaika,1987,87,,6,8,,0
Epanastatis popolaros,1971,95,,5.6,9,,8
Ephapax,2001,85,,7.6,54,,4
Epic Tale of Kalesius and Clotho: A Meditation on the Impossibility of Romantic Love in a Rapidly Expanding Universe The,2003,27,6000,9.5,6,,68
Epicenter,2000,99,,4,204,R,1
Epidemic,1988,106,,5.1,391,,8
Epiheirisis Apollon,1968,88,,6.8,5,,0
Epikindini (mia diamartiria) I,1983,91,,7.8,11,,9
Epilog,1950,91,,9.5,5,,0
Epiphany: Il inferno,2002,16,10000,8.8,6,,64
Episodes in Disbelief,2000,7,,7.2,5,,66
Epsilon,1997,92,,5,95,PG-13,8
Epta hronia gamou,1972,98,,5,5,,0
Equal Impact,1995,105,,3.3,18,,1
Equalizer 2000,1986,85,,3.9,39,,1
Equestrian,2003,4,,7.8,5,,64
Equestrian Acrobatics,1937,8,,6.2,5,,80
Equilibrium,2002,107,20000000,7.6,17579,R,1
Equinox,1970,80,,4.3,198,,0
Equinox,1992,110,,5.4,348,,8
Equinox Knocks,1999,111,,4.8,38,R,4
Equus,1977,137,,6.6,708,,8
Er di,2003,120,,6.8,29,,8
Er kanns nicht lassen,1962,94,,5.5,87,,4
Er was eens... Luna,2003,10,,1.1,10,,72
Era notte a Roma,1960,82,,6.7,28,,8
Era of Vampire The,2002,90,1000000,4.2,329,R,1
Era outra vez,2000,93,,9.5,35,,8
Erasable You,1998,85,,4.5,29,,4
Eraser,1996,115,100000000,5.8,14641,R,9
Eraserhead,1977,89,10000,7.1,7207,,8
Erba proibita L,2002,95,,8.2,5,,16
Erben Die,1982,90,,5.1,34,,8
Erbschaft Die,1936,20,,7.9,10,,64
Erbsen auf halb 6,2004,111,,6.8,166,,44
Ercole al centro della terra,1961,77,,5.8,140,,1
Ercole alla conquista di Atlantide,1961,93,,3.4,97,,0
Ercole contro Molock,1963,75,,3.6,28,,9
Ercole contro i figli del sole,1966,80,,2.5,25,,0
Ercole contro i tiranni di Babilonia,1964,86,,5.2,29,,0
Ercole e la regina di Lidia,1959,105,,4.3,182,,1
Ercole linvincibile,1963,85,,2.3,20,,0
Ercole sfida Sansone,1963,86,,4.7,42,,1
Ercole Sansone Maciste e Ursus gli invincibili,1964,100,,6.3,6,,5
Erection,1971,20,,5,6,,64
Ergenis O,1997,120,,3.9,20,,32
Ergens in Nederland,1940,87,,6.8,9,,32
Erik the Viking,1989,104,,5.7,2329,,4
Erik il vichingo,1965,95,,5.2,7,,0
Erika und Klaus Mann Story Die,2000,85,,6.6,40,,8
Erikas Hot Summer,1971,65,,3.8,5,,0
Erin Brockovich,2000,130,51000000,7.3,24301,R,8
Erinnerungen an die Zukunft,1970,92,,5.3,83,,16
Erkan & Stefan,2000,87,,5.7,403,,4
Erkennen und verfolgen,2003,54,,6.8,5,,0
Erleuchtung garantiert,2000,109,,6.8,308,,12
Erlking The,2003,6,,8.2,6,,66
Ermo,1994,95,,7,141,,8
Ernest,2000,22,,7.9,8,,64
Ernest,2001,2,,3.2,7,,66
Ernest & Bertram,2002,8,,7.5,13,,64
Ernest Goes to Africa,1997,90,,3.3,198,PG,4
Ernest Goes to Camp,1987,92,3000000,4.4,1562,,4
Ernest Goes to Jail,1990,81,,4.4,1076,,4
Ernest Goes to School,1994,89,,3.3,319,,4
Ernest Rides Again,1993,96,7000000,3.6,250,,4
Ernest Saves Christmas,1988,95,6000000,4.6,1125,,4
Ernest Scared Stupid,1991,91,,4.3,880,,4
Ernest in the Army,1998,85,,3.6,184,PG,4
Ernesto,1979,98,,6.3,27,,8
Ernesto Che Guevara das bolivianische Tagebuch,1994,92,,4.7,27,,16
Ernst & lyset,1996,12,,8.3,123,,68
Ernstfall in Havanna,2002,86,,6.5,142,,4
Erode il grande,1959,93,,5.4,7,,8
Eroe borghese Un,1995,93,,7.7,35,,8
Eroe dei nostri tempi Un,1955,85,,6.5,11,,4
Eroe di Babilonia L,1963,87,,4.3,10,,0
Eroi allinferno,1973,90,,5.2,19,,8
Eroi Gli,1973,105,,4.5,11,,4
Eroica,1957,87,,7.4,48,,12
Eroica,1960,90,,5.6,7,,0
Eros,2004,104,,5.4,139,R,8
Eros O Deus do Amor,1981,107,,6.7,7,,8
Erosu purasu Gyakusatsu,1970,202,,9.1,9,,0
Erotas stous ammolofous,1958,83,,5.2,5,,0
Erotic Adventures of Aladdin X The,1995,84,,5,15,,0
Erotic Adventures of Candy The,1978,80,,4.5,22,,4
Erotic Adventures of Pinocchio The,1971,79,,2.8,28,,4
Erotic Adventures of Zorro The,1972,102,75000,4.2,32,,5
Erotic Ghost,2000,72,,1.9,37,,0
Erotic Images,1983,93,,1.8,9,,8
Erotic Inferno,1975,91,,1.5,6,,0
Erotic Survivor,2001,97,,2.2,51,,4
Erotic Tales - Porn.com,2002,28,,1.4,19,,64
Erotic Vampire in Paris An,2002,79,,3.4,33,,32
Erotic Visions,1995,92,,6.5,18,,0
Erotica,1961,68,4000,1.6,18,,0
Erotiki ekstassi,1980,90,,4.8,14,,8
Erotiki symfonia,1972,109,,4.1,9,,0
Erotikkuna kankei,1992,95,,5.4,10,,0
Erotikon,1920,106,,6.7,31,,0
Erotikon,1929,85,,7.2,26,,8
Erotique,1994,84,,4.3,133,R,8
Erotische Geschichte Eine,2002,28,,7,6,,68
Erotissimo,1968,100,,4.9,18,,0
Err On the Side of Caution,1997,94,500000,6,5,,8
Errance,2003,95,,3.7,33,,8
Errand Boy The,1961,92,,5.8,203,,4
Erreur de jeunesse,1989,90,,7.1,13,,8
Erreur sur la personne,1995,95,,4.5,31,,8
Erreway: 4 caminos,2004,102,,3.4,31,,44
Error in Judgment,1998,90,,4.8,62,,0
Erskineville Kings,1999,90,,6,109,,8
Erst die Arbeit und dann?,1984,43,,7.3,75,,64
Erste Ehe,2002,92,,5.2,13,,8
Erste Nacht Die,2003,5,,5.2,6,,64
Erste Semester Das,1997,90,,3.6,69,,4
Erste Zug Der,1999,20,,4,13,,64
Ertefae Past,2002,115,,6.8,62,,0
Eruption,1977,82,,6.7,21,,8
Eruption of Mount St. Helens! The,1980,25,,6.4,39,,80
Ervinka,1967,95,,7,20,,4
Erzi,1996,95,,6.3,10,,8
Es,1966,86,,6.1,9,,8
Es geschah am 20. Juli,1955,75,,7.1,29,,8
Es geschah am hellichten Tag,1958,100,,7.8,581,,8
Es herrscht Ruhe im Land,1976,103,,6.6,7,,8
Es ist nicht leicht ein Gott zu sein,1990,119,,7.2,108,,8
Es peligroso casarse a los 60,1981,98,,3.5,19,,4
Es war eine rauschende Ballnacht,1939,89,,5.4,13,,8
Esa ja Vesa - auringonlaskun ratsastajat,1994,88,,5.1,132,,5
Esa maldita costilla,1999,93,,3.8,45,,4
Esa pareja feliz,1953,83,,7.1,39,,4
Escalation,1968,89,,4.1,9,,4
Escalier C,1985,102,,6.4,58,,8
Escalier de service,1954,94,,6,8,,0
Escalier L,2003,22,,6.2,9,,72
Escanaba in da Moonlight,2001,91,1000000,5.5,373,PG-13,4
Escapade,1955,87,,8.6,13,,12
Escapade in Japan,1957,93,,5.7,73,,0
Escape,1940,98,,6.8,103,,8
Escape,1948,78,,7.8,10,,0
Escape,1990,88,,4.5,17,,0
Escape Artist The,1982,96,,5.8,91,,8
Escape Back to the Movies,2000,1,,3.9,5,,68
Escape From Hellhole,1983,100,,4.3,9,,1
Escape From Safehaven,1989,87,,4.6,20,,0
Escape From Wildcat Canyon,1998,96,,4.9,63,,0
Escape Me Never,1947,104,,5.1,64,,8
Escape Velocity,1998,100,,3.7,90,R,1
Escape from Alcatraz,1979,112,,7.3,6131,,8
